stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
61_756,,Bemposta (R 25 Abril) Chafariz,,38.9105507049722,-9.13011562570848,,,,
61_757,,Bemposta (R 25 Abril 37),,38.9110476738362,-9.13074492366534,,,,
61_2109,,Bemposta (R 25 Abril 55),,38.9117142281911,-9.13241442894903,,,,
61_2110,,Bemposta (R 25 Abril 55),,38.9117193340856,-9.13246515937717,,,,
61_750,,Bemposta (R 25 de Abril 73),,38.913065518646,-9.13537486381224,,,,
61_758,,Bemposta (R Combatentes) Chafariz,,38.9125607409281,-9.13168448519519,,,,
61_751,,Bemposta (R Combatentes 28),,38.9120787712513,-9.13051020450564,,,,
61_761,,Bemposta (R Escola) (X) EN 115,,38.9130503918744,-9.13499148078397,,,,
61_752,,Bemposta (R Escola 12),,38.9125516365641,-9.13309552721145,,,,
61_749,,Bemposta (X) R Escola,,38.9127828834626,-9.13496015467559,,,,
61_1336,,Bº Alto Moinho (R Ant Sérgio) Portão Escola C+S,,38.8165905694958,-9.12592836565235,,,,
61_1337,,Bº Alto Moinho (R Ant Sérgio) Praceta,,38.8157144228889,-9.12771901267178,,,,
61_1338,,Bº Alto Moinho (R Ant Sérgio 63),,38.8165614832268,-9.12598336067888,,,,
61_1335,,Bº Alto Moínho (R António Sérgio) Moinho,,38.8154202331695,-9.12781490697058,,,,
61_1340,,Bº Angola (R Cidade Luanda) BPI,,38.7903011040305,-9.14131089208955,,,,
61_1926,,Bº Angola (R Sto António Zaire) Esc Secundária,,38.7922434863864,-9.14209311736524,,,,
61_1339,,Bº Angola (X) Qta Serrado,,38.78997172307,-9.14129647813908,,,,
61_1341,,Bº Ariola (R Cap Henr Galvão) Café,,38.8532877175308,-9.0810486044316,,,,
61_1342,,Bº Ariola (R Cap Henr Galvão) Fte Café,,38.8531030755314,-9.08115849644128,,,,
61_1343,,Bº Barreiro (R Circunvalação),,38.8344640786201,-9.09383379595536,,,,
61_1344,,Bº Barreiro (X) Bº Duas Portas,,38.8343902406704,-9.09381619856447,,,,
61_1521,,Bº Bogalheira (R 25 Abril) (X) R 4 Outubro,,38.8088948589649,-9.1409792700098,,,,
61_1358,,Bº Bogalheira (R República ) Restaurante,,38.8086023719872,-9.14097475375016,,,,
61_1353,,Bº Bolonha (R Prof Dr Egas Moniz) (X) R Ant Silva,,38.8560897041207,-9.07220728748848,,,,
61_1357,,Bº Bolonha (R Prof Dr Egas Moniz 1),,38.8563902358072,-9.07212503581731,,,,
61_1354,,Bº Bolonha (R Prof Egas Moniz) (X) R José Afonso,,38.857827300377,-9.07289492879962,,,,
61_1426,,Bº Casal Machados (R Joaq Pires Jorge),,38.8154265461322,-9.12189557583085,,,,
61_1359,,Bº Casal Machados (R Joaq Pires Jorge) Cabine EDP,,38.8147659669945,-9.1248679550032,,,,
61_1360,,Bº Casal Machados (R Joaq Pires Jorge Fte 15),,38.8145480877451,-9.12507731284406,,,,
61_1361,,Bº Castelhana (R Brasil),,38.8283717100155,-9.09306527561904,,,,
61_1362,,Bº Castelhana (R Loures 61),,38.8282450326987,-9.09328081736893,,,,
61_1363,,Bº Castelhana (R Sociedade Lte 305),,38.8270033187065,-9.09312530102038,,,,
61_1364,,Bº Cativo (Estr Cruzinha Fte Lte 15),,38.8423441203119,-9.08966767764357,,,,
61_1365,,Bº Cativo (Estr Cruzinha Lte 15),,38.8423868129516,-9.08967011183993,,,,
61_1813,,Bº Chepsi (R Antero Quental 6),,38.8641345628872,-9.06887267787704,,,,
61_1366,,Bº Coroas (Av Forças Armadas) (X) R 25 Dezembro,,38.8213884990774,-9.12351857819696,,,,
61_2373,,Bº Coroas (Av Forças Armadas) (X) R Bartolomeu Dia,,38.8230425772194,-9.12593517180575,,,,
61_1367,,Bº Coroas (Av Forças Armadas) (X) R Cemitério,,38.8231807202968,-9.12631049113612,,,,
61_1368,,Bº Coroas (Av Forças Armadas) Escola,,38.8213348417175,-9.12338201721967,,,,
61_1369,,Bº Coroas (R Bartolomeu Dias) Fte Café,,38.8211175991684,-9.12484073166655,,,,
61_1370,,Bº Coroas (R Bartolomeu Dias) Vivenda,,38.8227508791246,-9.12613417100366,,,,
61_1822,,Bº Courelas (R Progresso),,38.8397678489797,-9.09144701052271,,,,
61_1890,,Bº Courelas (R Progresso),,38.8412750645346,-9.09029366520928,,,,
61_1916,,Bº Courelas (R Progresso),,38.8397523495084,-9.09144701148187,,,,
61_1978,,Bº Courelas (R Progresso) Café,,38.8381839670125,-9.09089478374817,,,,
61_1816,,Bº Courelas (R Progresso) Policlínica,,38.8382880764895,-9.09093745180373,,,,
61_1846,,Bº Courelas (R Progresso 96),,38.8412617421461,-9.0903288425203,,,,
61_360,,Bº Covina (R 10 Julho) Escola Primária,,38.8355414578979,-9.08911233863142,,,,
61_1657,,Bº Covina (R 10 Julho 22),,38.8352777423441,-9.08930873304227,,,,
61_1619,,Bº Covina (R 10 Julho 5),,38.83750598706,-9.08850063843403,,,,
61_1620,,Bº Covina (R 10 Julho Fte 3),,38.8375512572492,-9.08848631212044,,,,
61_1972,,Bº Espinhal (R Com Ramiro Correia),,38.8342327750945,-9.126511454314,,,,
61_1994,,Bº Espinhal (R Com Ramiro Correia),,38.8309287492965,-9.13348245292774,,,,
61_1995,,Bº Espinhal (R Com Ramiro Correia),,38.8342437132959,-9.12666937302642,,,,
61_2405,,Bº Espinhal (R Com Ramiro Correia),,38.8309371615344,-9.13346862563059,,,,
61_2404,,Bº Espinhal (R Com Ramiro Correia),,38.8291136767423,-9.13826880257604,,,,
61_2403,,Bº Espinhal (R Com Ramiro Correia),,38.8291541220676,-9.13822743394139,,,,
61_1382,,Bº Espinhal (R Com Ramiro Correia) Caixa TLP,,38.834030072681,-9.12910337787022,,,,
61_1973,,Bº Espinhal (R Com Ramiro Correia) Vivenda,,38.8340579855565,-9.12898738368949,,,,
61_1387,,Bº Estacal Novo (Pcta Gen Humb Delgado),,38.8323314332491,-9.09331209025703,,,,
61_1386,,Bº Estacal Novo (Pcta Gen Humb Delgado),,38.8325005515122,-9.09333256392791,,,,
61_1388,,Bº Estacal Novo (R Circunvalação) Cabine EDP,,38.8311429925238,-9.09310260628803,,,,
61_1389,,Bº Estacal Novo (R Circunvalação Lte 74),,38.8312423226457,-9.09311872462309,,,,
61_1943,,Bº Fontaínhas (Est Bº S Francisco) Bloco C,,38.7888287270411,-9.14059769150689,,,,
61_1927,,Bº Fontaínhas (Est Bº S Francisco) Fte Bloco C,,38.7889773726545,-9.14043156271704,,,,
61_1390,,Bº Fraternidade (Inf Sagres) Fte Igreja,,38.8156807690468,-9.10366373360722,,,,
61_1391,,Bº Fraternidade (R Combatentes) Café,,38.8161263282115,-9.10324320385597,,,,
61_1392,,Bº Fraternidade (R Escola Lte 877 A),,38.8211530757031,-9.10212698146479,,,,
61_1393,,Bº Fraternidade (R Escola Lte 899),,38.8210375076177,-9.10209181773944,,,,
61_1394,,Bº Fraternidade (R Madalena Lte 52),,38.8175280914108,-9.10427915984752,,,,
61_1395,,Bº Fraternidade (R Madalena Lte 779),,38.8197753564994,-9.10385499814659,,,,
